Retutn_id,return_date,product_id,store_id,quantity
454,1/21/1997,952,13,1
455,1/21/1997,1169,3,1
456,1/21/1997,1452,16,1
457,1/21/1997,1481,3,2
458,1/23/1997,179,13,1
459,1/23/1997,328,13,1
460,1/23/1997,688,13,1
461,1/23/1997,1432,13,2
462,1/23/1997,1549,13,1
463,1/25/1997,222,15,1
464,1/25/1997,324,16,1
465,1/25/1997,358,23,1
466,1/25/1997,375,16,1
467,1/25/1997,810,15,1
468,1/25/1997,814,15,2
469,1/25/1997,990,23,1
470,1/25/1997,1147,3,2
471,1/25/1997,1295,15,2
472,1/26/1997,43,17,1
473,1/26/1997,603,17,1
474,1/26/1997,1013,17,1
475,1/26/1997,1185,17,1
476,1/26/1997,1273,17,2
477,1/26/1997,1397,17,1
478,1/26/1997,1428,17,1
479,1/27/1997,393,15,1
480,1/27/1997,530,15,1
481,1/27/1997,623,15,2
482,1/28/1997,231,11,1
483,1/29/1997,501,17,1
484,1/29/1997,755,17,1
485,1/29/1997,936,17,1
486,1/29/1997,1161,17,1
487,1/29/1997,1293,17,2
488,1/29/1997,1526,17,1
489,2/1/1997,302,3,1
490,2/1/1997,663,3,1
491,2/1/1997,882,3,2
492,2/1/1997,1440,3,1
493,2/2/1997,637,15,1
494,2/2/1997,921,16,1
495,2/2/1997,1054,15,1
496,2/2/1997,1442,15,2
497,2/2/1997,1473,15,1
498,2/3/1997,97,24,2
499,2/3/1997,196,13,1
500,2/3/1997,247,15,1
501,2/3/1997,292,24,1
502,2/3/1997,466,16,1
503,2/3/1997,539,24,1
504,2/3/1997,684,15,1
505,2/3/1997,900,13,1
506,2/3/1997,928,15,1
507,2/3/1997,1067,13,1
508,2/3/1997,1140,15,1
509,2/3/1997,1190,24,1
510,2/3/1997,1201,16,2
511,2/3/1997,1351,13,1
512,2/3/1997,1464,15,1
513,2/4/1997,653,15,1
514,2/4/1997,687,15,1
515,2/4/1997,1244,15,1
516,2/4/1997,1246,15,1
517,2/4/1997,1275,15,2
518,2/5/1997,210,11,2
519,2/5/1997,283,11,1
520,2/5/1997,389,11,1
521,2/5/1997,642,11,1
522,2/5/1997,789,11,1
523,2/5/1997,907,24,1
524,2/5/1997,1076,11,2
525,2/5/1997,1168,6,1
526,2/7/1997,71,23,1
527,2/7/1997,260,24,1
528,2/7/1997,408,24,1
529,2/7/1997,528,6,1
530,2/7/1997,709,24,1
531,2/7/1997,1080,6,1
532,2/7/1997,1447,6,1
533,2/8/1997,175,13,1
534,2/8/1997,479,13,1
535,2/10/1997,249,17,1
536,2/10/1997,972,17,1
537,2/10/1997,1090,17,1
538,2/10/1997,1502,17,1
539,2/11/1997,28,23,1
540,2/11/1997,91,11,2
541,2/11/1997,555,23,1
542,2/11/1997,625,11,1
543,2/11/1997,668,11,1
544,2/11/1997,1528,23,1
545,2/12/1997,11,6,1
546,2/12/1997,231,17,2
547,2/12/1997,269,6,1
548,2/12/1997,499,7,1
549,2/12/1997,548,6,1
550,2/12/1997,551,6,1
551,2/12/1997,575,11,1
552,2/12/1997,661,7,2
553,2/12/1997,913,17,2
554,2/12/1997,978,7,1
555,2/12/1997,983,7,1
556,2/12/1997,1430,11,1
557,2/12/1997,1475,11,1
558,2/12/1997,1549,6,1
559,2/13/1997,105,7,1
560,2/13/1997,327,7,2
561,2/13/1997,493,7,1
562,2/13/1997,881,7,1
563,2/13/1997,951,7,1
564,2/13/1997,1472,7,1
565,2/14/1997,53,3,2
566,2/14/1997,362,23,1
567,2/14/1997,526,6,1
568,2/14/1997,564,23,1
569,2/14/1997,648,6,1
570,2/14/1997,914,6,1
571,2/14/1997,964,3,1
572,2/14/1997,995,23,2
573,2/14/1997,1169,3,2
574,2/15/1997,370,15,2
575,2/15/1997,376,7,1
576,2/15/1997,386,3,1
577,2/15/1997,467,15,1
578,2/15/1997,482,3,1
579,2/15/1997,734,15,1
580,2/15/1997,799,3,2
581,2/15/1997,914,7,1
582,2/15/1997,927,7,1
583,2/15/1997,935,3,1
584,2/15/1997,1260,15,1
585,2/16/1997,815,24,1
586,2/16/1997,1142,24,1
587,2/16/1997,1405,24,1
588,2/16/1997,1414,24,1
589,2/17/1997,10,17,1
590,2/17/1997,174,17,2
591,2/17/1997,217,17,1
592,2/17/1997,417,17,1
593,2/17/1997,434,6,1
594,2/17/1997,507,17,1
595,2/17/1997,681,17,1
596,2/17/1997,712,3,1
597,2/17/1997,984,17,1
598,2/18/1997,142,16,1
599,2/18/1997,312,16,1
600,2/18/1997,335,16,1
601,2/18/1997,752,16,2
602,2/18/1997,899,23,1
603,2/18/1997,1449,16,1
604,2/19/1997,172,17,1
605,2/19/1997,181,17,1
606,2/19/1997,234,17,2
607,2/19/1997,349,15,1
608,2/19/1997,536,13,1
609,2/19/1997,985,17,1
610,2/19/1997,1088,15,1
611,2/19/1997,1106,13,1
612,2/19/1997,1347,13,1
613,2/19/1997,1376,13,1
614,2/20/1997,52,11,1
615,2/21/1997,122,3,1
616,2/21/1997,1329,3,1
617,2/22/1997,1164,13,1
618,2/22/1997,1252,13,1
619,2/23/1997,41,24,1
620,2/23/1997,881,24,1
621,2/23/1997,1464,24,2
622,2/25/1997,80,17,2
623,2/25/1997,105,17,1
624,2/25/1997,143,17,1
625,2/25/1997,258,17,2
626,2/25/1997,466,17,1
627,2/25/1997,512,7,1
628,2/25/1997,961,7,1
629,2/25/1997,1182,17,1
630,2/25/1997,1189,17,1
631,2/25/1997,1235,17,2
632,2/26/1997,132,13,1
633,2/26/1997,440,13,1
634,2/26/1997,460,16,2
635,2/26/1997,495,13,1
636,2/26/1997,557,16,1
637,2/26/1997,639,13,1
638,2/26/1997,852,16,1
639,2/26/1997,856,13,1
640,2/26/1997,883,13,1
641,2/26/1997,1019,16,1
642,2/26/1997,1103,16,2
643,2/26/1997,1216,16,2
644,2/26/1997,1281,13,1
645,2/27/1997,239,11,1
646,2/27/1997,495,11,1
647,2/27/1997,511,11,1
648,2/27/1997,799,16,1
649,2/27/1997,821,16,1
650,2/27/1997,894,16,1
651,2/27/1997,969,11,1
652,2/27/1997,1381,16,1
653,3/1/1997,137,16,1
654,3/1/1997,474,23,1
655,3/1/1997,750,16,1
656,3/2/1997,650,13,1
657,3/2/1997,778,13,1
658,3/2/1997,1128,13,1
659,3/2/1997,1137,13,2
660,3/2/1997,1220,7,2
661,3/2/1997,1406,13,2
662,3/2/1997,1437,7,1
663,3/2/1997,1453,7,1
664,3/3/1997,344,24,1
665,3/3/1997,457,11,2
666,3/3/1997,466,11,1
667,3/3/1997,477,11,1
668,3/3/1997,803,24,1
669,3/3/1997,947,11,1
670,3/3/1997,1021,24,1
671,3/3/1997,1198,11,1
672,3/3/1997,1296,11,1
673,3/3/1997,1298,24,1
674,3/3/1997,1305,11,1
675,3/3/1997,1400,24,1
676,3/4/1997,20,13,1
677,3/4/1997,862,13,1
678,3/4/1997,1231,13,1
679,3/5/1997,54,15,1
680,3/5/1997,752,15,2
681,3/5/1997,804,15,1
682,3/5/1997,906,11,1
683,3/5/1997,1236,15,2
684,3/5/1997,1328,11,2
685,3/5/1997,1369,11,1
686,3/8/1997,379,16,1
687,3/8/1997,784,16,1
688,3/8/1997,888,16,1
689,3/8/1997,909,16,1
690,3/10/1997,281,24,1
691,3/10/1997,360,24,1
692,3/10/1997,428,24,2
693,3/10/1997,564,24,1
694,3/10/1997,581,16,1
695,3/10/1997,814,16,1
696,3/10/1997,1044,24,1
697,3/10/1997,1222,24,1
698,3/10/1997,1305,16,1
699,3/10/1997,1318,6,1
700,3/10/1997,1347,24,1
701,3/11/1997,522,15,2
702,3/11/1997,555,15,2
703,3/11/1997,871,15,1
704,3/11/1997,990,15,1
705,3/11/1997,1274,15,1
706,3/11/1997,1497,15,1
707,3/12/1997,515,3,2
708,3/12/1997,722,3,1
709,3/12/1997,1514,3,1
710,3/12/1997,1533,3,1
711,3/13/1997,207,7,1
712,3/13/1997,566,7,1
713,3/13/1997,789,13,1
714,3/13/1997,903,7,1
715,3/13/1997,920,13,1
716,3/13/1997,957,13,2
717,3/13/1997,990,23,1
718,3/13/1997,1356,13,1
719,3/13/1997,1458,13,1
720,3/13/1997,1469,7,1
721,3/14/1997,100,15,1
722,3/14/1997,246,6,1
723,3/14/1997,373,15,1
724,3/14/1997,902,15,2
725,3/14/1997,1269,15,2
726,3/15/1997,20,15,1
727,3/15/1997,208,3,2
728,3/15/1997,209,15,1
729,3/15/1997,517,15,1
730,3/15/1997,824,24,1
731,3/15/1997,848,15,1
732,3/15/1997,987,3,1
733,3/15/1997,1382,24,1
734,3/15/1997,1433,3,1
735,3/15/1997,1483,15,1
736,3/16/1997,574,16,1
737,3/16/1997,951,16,2
738,3/16/1997,1207,16,2
739,3/16/1997,1433,16,1
740,3/17/1997,800,3,2
741,3/17/1997,939,3,1
742,3/17/1997,1029,3,1
743,3/18/1997,106,17,2
744,3/18/1997,343,16,1
745,3/18/1997,376,16,1
746,3/18/1997,574,16,2
747,3/18/1997,599,17,1
748,3/18/1997,1165,17,2
749,3/18/1997,1231,16,1
750,3/18/1997,1316,17,2
751,3/18/1997,1454,17,1
752,3/18/1997,1493,16,1
753,3/19/1997,238,3,1
754,3/19/1997,551,23,1
755,3/19/1997,1041,3,2
756,3/19/1997,1246,3,1
757,3/19/1997,1352,3,1
758,3/19/1997,1538,3,2
759,3/20/1997,45,17,2
760,3/20/1997,49,3,1
761,3/20/1997,103,6,1
762,3/20/1997,109,6,1
763,3/20/1997,372,17,1
764,3/20/1997,664,6,1
765,3/20/1997,690,17,1
766,3/20/1997,754,3,1
767,3/20/1997,921,17,1
768,3/20/1997,1022,3,2
769,3/20/1997,1138,17,1
770,3/21/1997,68,13,1
771,3/21/1997,133,13,1
772,3/21/1997,187,11,1
773,3/21/1997,295,13,1
774,3/21/1997,342,13,1
775,3/21/1997,398,13,1
776,3/21/1997,440,13,1
777,3/21/1997,456,7,1
778,3/21/1997,462,11,2
779,3/21/1997,519,13,1
780,3/21/1997,619,13,1
781,3/21/1997,652,13,1
782,3/21/1997,676,11,1
783,3/21/1997,684,13,1
784,3/21/1997,766,7,1
785,3/21/1997,832,13,1
786,3/21/1997,929,13,2
787,3/21/1997,1202,13,1
788,3/21/1997,1365,7,2
789,3/21/1997,1368,13,1
790,3/21/1997,1406,13,1
791,3/21/1997,1428,13,1
792,3/21/1997,1434,13,1
793,3/22/1997,81,15,1
794,3/22/1997,376,17,1
795,3/22/1997,409,15,2
796,3/22/1997,463,17,1
797,3/22/1997,583,15,1
798,3/22/1997,858,17,1
799,3/22/1997,1021,11,1
800,3/22/1997,1112,17,1
801,3/22/1997,1190,17,1
802,3/22/1997,1243,17,1
803,3/22/1997,1309,17,1
804,3/22/1997,1434,11,1
805,3/22/1997,1480,15,1
806,3/23/1997,111,11,1
807,3/23/1997,161,11,1
808,3/23/1997,465,11,1
809,3/23/1997,671,11,1
810,3/23/1997,993,11,2
811,3/24/1997,368,7,1
812,3/24/1997,408,7,1
813,3/24/1997,948,7,1
814,3/24/1997,1263,7,1
815,3/25/1997,171,6,1
816,3/25/1997,295,6,1
817,3/25/1997,600,6,1
818,3/25/1997,636,6,1
819,3/25/1997,724,6,1
820,3/25/1997,1298,6,2
821,3/25/1997,1432,6,1
822,3/26/1997,953,23,2
823,3/27/1997,105,24,1
824,3/27/1997,179,24,1
825,3/27/1997,571,24,2
826,3/27/1997,728,24,1
827,3/27/1997,1190,24,1
828,3/27/1997,1199,24,1
829,3/28/1997,57,13,1
830,3/28/1997,93,13,1
831,3/28/1997,439,17,1
832,3/28/1997,446,17,1
833,3/28/1997,497,17,1
834,3/28/1997,717,13,1
835,3/28/1997,799,17,1
836,3/28/1997,848,17,1
837,3/28/1997,1285,17,1
838,3/28/1997,1427,13,1
839,3/28/1997,1498,13,1
840,3/28/1997,1528,13,1
841,3/29/1997,82,23,1
842,3/29/1997,574,23,1
843,3/29/1997,636,17,2
844,3/29/1997,672,23,1
845,3/29/1997,868,17,1
846,3/29/1997,1061,17,1
847,3/29/1997,1275,17,1
848,3/29/1997,1429,17,2
849,3/29/1997,1441,17,1
850,3/30/1997,438,7,2
851,3/30/1997,1170,7,1
852,3/30/1997,1194,7,1
853,3/30/1997,1453,7,1
854,4/1/1997,255,11,1
855,4/1/1997,257,11,1
856,4/1/1997,307,11,1
857,4/1/1997,814,11,1
858,4/1/1997,864,11,1
859,4/2/1997,543,15,2
860,4/2/1997,1328,15,1
861,4/3/1997,27,17,1
862,4/3/1997,416,17,1
863,4/3/1997,441,17,2
864,4/3/1997,523,23,1
865,4/3/1997,699,17,1
866,4/3/1997,732,17,1
867,4/3/1997,1161,24,1
868,4/3/1997,1337,23,1
869,4/3/1997,1455,17,1
870,4/3/1997,1536,17,1
871,4/4/1997,115,16,1
872,4/4/1997,164,3,1
873,4/4/1997,245,16,1
874,4/4/1997,659,7,2
875,4/4/1997,734,3,1
876,4/4/1997,861,16,2
877,4/4/1997,886,7,1
878,4/4/1997,921,7,1
879,4/4/1997,968,16,2
880,4/4/1997,1010,3,1
881,4/4/1997,1025,24,2
882,4/4/1997,1122,24,1
883,4/4/1997,1423,7,1
884,4/4/1997,1463,24,1
885,4/5/1997,455,7,1
886,4/5/1997,543,24,1
887,4/5/1997,1232,7,1
888,4/6/1997,48,3,1
889,4/6/1997,358,3,1
890,4/6/1997,697,3,2
891,4/6/1997,1169,3,1
892,4/7/1997,366,17,1
893,4/7/1997,371,7,1
894,4/7/1997,477,17,1
895,4/7/1997,507,17,1
896,4/7/1997,570,17,1
897,4/7/1997,900,17,1
898,4/7/1997,1409,7,1
899,4/7/1997,1458,7,1
900,4/7/1997,1463,17,1
901,4/7/1997,1533,7,1
902,4/8/1997,265,13,1
903,4/8/1997,1253,13,1
904,4/9/1997,372,15,1
905,4/9/1997,1288,15,1
906,4/10/1997,883,11,1
907,4/10/1997,1541,11,1
908,4/12/1997,20,23,1
909,4/12/1997,104,23,1
910,4/12/1997,116,15,1
911,4/12/1997,138,15,1
912,4/12/1997,219,15,2
913,4/12/1997,564,13,1
914,4/12/1997,618,15,1
915,4/12/1997,943,13,1
916,4/12/1997,1171,15,1
917,4/12/1997,1362,13,1
918,4/12/1997,1450,23,1
919,4/13/1997,3,17,1
920,4/13/1997,14,6,1
921,4/13/1997,265,6,2
922,4/13/1997,339,6,1
923,4/13/1997,514,6,1
924,4/13/1997,573,17,1
925,4/13/1997,1336,24,2
926,4/13/1997,1404,24,1
927,4/13/1997,1453,24,1
928,4/13/1997,1453,6,1
929,4/13/1997,1454,6,2
930,4/14/1997,11,13,1
931,4/14/1997,47,16,2
932,4/14/1997,82,11,2
933,4/14/1997,140,6,1
934,4/14/1997,194,16,1
935,4/14/1997,324,11,1
936,4/14/1997,370,13,1
937,4/14/1997,646,6,1
938,4/14/1997,671,13,1
939,4/14/1997,786,6,1
940,4/14/1997,816,13,1
941,4/14/1997,881,13,2
942,4/14/1997,1266,6,1
943,4/14/1997,1330,6,2
944,4/14/1997,1382,11,1
945,4/14/1997,1389,6,1
946,4/14/1997,1447,13,1
947,4/14/1997,1557,11,1
948,4/15/1997,274,17,1
949,4/15/1997,360,13,1
950,4/15/1997,845,13,1
951,4/15/1997,1201,17,1
952,4/15/1997,1257,17,1
953,4/16/1997,82,6,1
954,4/16/1997,1026,6,1
955,4/16/1997,1362,24,1
956,4/17/1997,195,13,1
957,4/17/1997,415,13,1
958,4/17/1997,675,13,1
959,4/17/1997,948,13,1
960,4/17/1997,1172,13,2
961,4/17/1997,1386,13,1
962,4/17/1997,1524,13,1
963,4/18/1997,878,11,1
964,4/19/1997,277,7,1
965,4/19/1997,549,3,1
966,4/19/1997,587,3,1
967,4/19/1997,638,3,1
968,4/19/1997,691,3,1
969,4/19/1997,1137,7,1
970,4/19/1997,1403,7,1
971,4/19/1997,1414,7,1
972,4/20/1997,376,6,1
973,4/20/1997,907,6,1
974,4/20/1997,1021,6,1
975,4/20/1997,1075,6,1
976,4/21/1997,270,3,1
977,4/21/1997,593,3,1
978,4/21/1997,619,3,1
979,4/21/1997,1432,3,2
980,4/22/1997,331,6,1
981,4/22/1997,427,11,1
982,4/22/1997,515,11,1
983,4/22/1997,597,11,1
984,4/22/1997,991,6,1
985,4/23/1997,17,17,2
986,4/23/1997,275,17,1
987,4/23/1997,1411,17,1
988,4/24/1997,477,16,1
989,4/24/1997,486,16,2
990,4/24/1997,746,16,1
991,4/24/1997,870,23,2
992,4/24/1997,1212,16,1
993,4/26/1997,6,16,2
994,4/26/1997,317,16,1
995,4/26/1997,587,16,2
996,4/26/1997,645,3,1
997,4/26/1997,727,16,2
998,4/26/1997,1422,3,1
999,4/26/1997,1539,16,1
1000,4/26/1997,1545,16,1
1001,4/26/1997,1558,16,1
1002,4/27/1997,163,15,1
1003,4/27/1997,191,7,1
1004,4/27/1997,225,7,1
1005,4/27/1997,444,7,1
1006,4/27/1997,491,15,1
1007,4/27/1997,982,15,1
1008,4/27/1997,993,15,1
1009,4/27/1997,1028,23,1
1010,4/27/1997,1052,15,1
1011,4/27/1997,1183,15,1
1012,4/27/1997,1357,15,1
1013,4/28/1997,142,23,1
1014,4/29/1997,868,15,2
1015,4/29/1997,1210,15,1
1016,5/1/1997,78,7,1
1017,5/1/1997,639,7,1
1018,5/1/1997,644,13,1
1019,5/1/1997,691,13,1
1020,5/1/1997,1132,13,1
1021,5/1/1997,1157,13,1
1022,5/1/1997,1314,13,2
1023,5/1/1997,1447,13,1
1024,5/1/1997,1531,7,1
1025,5/2/1997,102,16,1
1026,5/2/1997,649,24,1
1027,5/2/1997,930,16,1
1028,5/2/1997,973,24,1
1029,5/2/1997,1008,16,1
1030,5/2/1997,1104,24,1
1031,5/2/1997,1283,16,1
1032,5/3/1997,71,3,1
1033,5/3/1997,200,3,1
1034,5/3/1997,404,17,1
1035,5/3/1997,412,3,1
1036,5/3/1997,630,17,1
1037,5/3/1997,803,3,1
1038,5/3/1997,1009,3,1
1039,5/3/1997,1323,17,1
1040,5/4/1997,268,3,1
1041,5/4/1997,362,3,1
1042,5/4/1997,748,3,2
1043,5/4/1997,1137,3,1
1044,5/5/1997,41,16,1
1045,5/5/1997,400,13,1
1046,5/5/1997,545,17,2
1047,5/5/1997,749,16,1
1048,5/5/1997,949,17,1
1049,5/5/1997,1161,13,2
1050,5/5/1997,1330,16,1
1051,5/7/1997,157,24,1
1052,5/7/1997,166,24,2
1053,5/7/1997,463,24,1
1054,5/7/1997,866,24,2
1055,5/8/1997,420,15,1
1056,5/8/1997,471,11,1
1057,5/8/1997,527,15,1
1058,5/8/1997,692,15,2
1059,5/8/1997,1178,15,1
1060,5/8/1997,1261,11,1
1061,5/8/1997,1388,15,1
1062,5/9/1997,122,11,1
1063,5/9/1997,145,13,1
1064,5/9/1997,165,13,1
1065,5/9/1997,304,13,1
1066,5/9/1997,340,13,1
1067,5/9/1997,407,13,1
1068,5/9/1997,590,17,1
1069,5/9/1997,629,13,1
1070,5/9/1997,629,17,2
1071,5/9/1997,702,13,1
1072,5/9/1997,735,13,2
1073,5/9/1997,739,17,1
1074,5/9/1997,763,13,1
1075,5/9/1997,831,13,1
1076,5/9/1997,832,17,1
1077,5/9/1997,852,7,1
1078,5/9/1997,868,7,1
1079,5/9/1997,1014,11,2
1080,5/9/1997,1084,13,1
1081,5/9/1997,1120,13,1
1082,5/9/1997,1177,13,1
1083,5/9/1997,1228,17,1
1084,5/9/1997,1258,13,2
1085,5/9/1997,1273,13,1
1086,5/9/1997,1320,13,2
1087,5/9/1997,1353,11,2
1088,5/9/1997,1442,7,1
1089,5/9/1997,1480,11,1
1090,5/9/1997,1505,13,1
1091,5/9/1997,1531,13,1
1092,5/11/1997,340,11,1
1093,5/11/1997,1447,11,1
1094,5/11/1997,1452,11,1
1095,5/14/1997,54,17,2
1096,5/14/1997,109,17,1
1097,5/14/1997,170,7,2
1098,5/14/1997,325,7,1
1099,5/14/1997,493,17,1
1100,5/14/1997,640,23,1
1101,5/14/1997,722,17,1
1102,5/14/1997,767,23,1
1103,5/14/1997,780,23,1
1104,5/14/1997,830,17,1
1105,5/14/1997,960,23,1
1106,5/14/1997,1087,17,2
1107,5/14/1997,1179,17,1
1108,5/15/1997,111,16,1
1109,5/15/1997,214,11,1
1110,5/15/1997,332,24,1
1111,5/15/1997,440,16,1
1112,5/15/1997,441,24,1
1113,5/15/1997,468,11,1
1114,5/15/1997,549,11,1
1115,5/15/1997,576,24,1
1116,5/15/1997,730,24,2
1117,5/15/1997,865,24,2
1118,5/15/1997,910,11,1
1119,5/15/1997,947,16,2
1120,5/15/1997,1157,24,1
1121,5/15/1997,1198,16,1
1122,5/15/1997,1450,24,2
1123,5/15/1997,1465,24,1
1124,5/16/1997,156,23,1
1125,5/16/1997,304,7,2
1126,5/16/1997,527,23,2
1127,5/16/1997,874,23,1
1128,5/16/1997,1340,7,1
1129,5/16/1997,1357,7,1
1130,5/17/1997,114,23,2
1131,5/17/1997,143,23,1
1132,5/17/1997,168,24,1
1133,5/17/1997,496,16,1
1134,5/17/1997,785,23,1
1135,5/17/1997,986,16,1
1136,5/17/1997,989,23,1
1137,5/17/1997,1349,16,1
1138,5/18/1997,329,6,1
1139,5/18/1997,611,6,2
1140,5/18/1997,1155,6,1
1141,5/18/1997,1169,6,1
1142,5/19/1997,167,15,1
1143,5/19/1997,190,6,1
1144,5/19/1997,261,15,1
1145,5/19/1997,336,6,1
1146,5/19/1997,442,6,2
1147,5/19/1997,484,15,1
1148,5/19/1997,620,6,2
1149,5/19/1997,952,15,1
1150,5/19/1997,986,6,1
1151,5/19/1997,1072,15,1
1152,5/19/1997,1256,15,1
1153,5/19/1997,1343,15,2
1154,5/19/1997,1405,15,2
1155,5/19/1997,1523,6,1
1156,5/21/1997,51,6,1
1157,5/21/1997,523,15,1
1158,5/21/1997,791,24,1
1159,5/21/1997,801,3,1
1160,5/21/1997,887,24,1
1161,5/21/1997,896,15,1
1162,5/21/1997,944,7,1
1163,5/21/1997,984,24,1
1164,5/21/1997,1135,3,2
1165,5/21/1997,1164,3,1
1166,5/21/1997,1217,6,1
1167,5/21/1997,1269,7,1
1168,5/21/1997,1274,3,1
1169,5/21/1997,1333,7,1
1170,5/21/1997,1368,6,1
1171,5/21/1997,1484,15,1
1172,5/22/1997,397,13,2
1173,5/22/1997,967,23,1
1174,5/22/1997,1325,15,1
1175,5/22/1997,1545,23,1
1176,5/23/1997,485,6,1
1177,5/23/1997,1378,6,2
1178,5/25/1997,66,3,1
1179,5/25/1997,296,3,1
1180,5/25/1997,1411,3,1
1181,5/26/1997,183,3,1
1182,5/26/1997,264,3,1
1183,5/26/1997,608,3,1
1184,5/27/1997,403,15,1
1185,5/27/1997,1048,15,1
1186,5/27/1997,1464,15,1
1187,5/29/1997,23,17,2
1188,5/29/1997,398,16,1
1189,5/29/1997,409,16,1
1190,5/29/1997,600,17,1
1191,5/29/1997,719,17,2
1192,5/29/1997,905,13,2
1193,5/29/1997,996,17,1
1194,5/29/1997,1378,17,1
1195,5/29/1997,1389,17,2
1196,6/1/1997,869,24,1
1197,6/1/1997,961,24,1
