sales_id,transaction_date,stock_date,product_id,customer_id,store_id,quantity
198,1/1/1997,12/26/1996,1257,6062,6,4
199,1/1/1997,12/27/1996,1461,6062,6,2
200,1/1/1997,12/30/1996,119,6062,6,3
201,1/1/1997,12/25/1996,932,6613,14,2
202,1/1/1997,12/28/1996,761,6613,14,1
203,1/1/1997,12/30/1996,1435,8830,14,1
204,1/1/1997,12/29/1996,785,8830,14,2
205,1/1/1997,12/29/1996,1175,8830,14,1
206,1/1/1997,12/30/1996,1152,8830,14,1
207,1/1/1997,12/28/1996,76,8830,14,2
208,1/1/1997,12/28/1996,186,8830,14,2
209,1/1/1997,12/25/1996,243,5005,14,2
210,1/1/1997,12/31/1996,1245,5005,14,1
211,1/1/1997,12/27/1996,209,5005,14,1
212,1/1/1997,12/28/1996,1345,5005,14,1
213,1/1/1997,12/28/1996,1468,5005,14,1
214,1/1/1997,12/25/1996,240,7962,14,2
215,1/1/1997,12/26/1996,84,7962,14,1
216,1/1/1997,12/30/1996,966,7962,14,1
217,1/1/1997,12/27/1996,1022,7962,14,1
218,1/1/1997,12/29/1996,440,7962,14,1
219,1/2/1997,12/26/1996,456,9331,11,4
220,1/2/1997,12/30/1996,1537,9331,11,4
221,1/2/1997,12/27/1996,994,9331,11,3
222,1/2/1997,12/28/1996,1065,9331,11,3
223,1/2/1997,12/27/1996,928,4808,11,3
224,1/2/1997,12/26/1996,1265,4808,11,2
225,1/2/1997,12/28/1996,1448,9213,11,2
226,1/2/1997,12/31/1996,119,9213,11,3
227,1/2/1997,12/26/1996,162,9213,11,4
228,1/2/1997,12/28/1996,445,9213,11,4
229,1/2/1997,12/26/1996,1154,9213,11,4
230,1/2/1997,1/1/1997,1208,1915,11,3
231,1/2/1997,1/1/1997,399,1915,11,4
232,1/2/1997,12/29/1996,1268,1915,11,2
233,1/2/1997,1/1/1997,632,1915,11,3
234,1/2/1997,12/29/1996,569,1915,11,3
235,1/2/1997,12/30/1996,26,1915,11,2
236,1/2/1997,12/28/1996,1241,1915,11,3
237,1/2/1997,1/1/1997,66,1669,11,3
238,1/2/1997,12/28/1996,969,4707,11,5
239,1/2/1997,12/30/1996,386,4707,11,2
240,1/2/1997,1/1/1997,576,4707,11,5
241,1/2/1997,12/28/1996,199,6148,11,2
242,1/2/1997,12/30/1996,309,6148,11,2
243,1/2/1997,1/1/1997,392,6148,11,2
244,1/2/1997,12/29/1996,143,6148,11,3
245,1/2/1997,12/27/1996,892,6148,11,3
246,1/2/1997,12/28/1996,203,6148,11,3
247,1/2/1997,12/27/1996,750,2158,11,3
248,1/2/1997,12/31/1996,1432,2158,11,4
249,1/2/1997,12/31/1996,529,2158,11,3
250,1/2/1997,12/26/1996,1265,2158,11,3
251,1/2/1997,12/31/1996,916,7800,11,3
252,1/2/1997,12/26/1996,933,7800,11,2
253,1/2/1997,12/28/1996,883,7800,11,3
254,1/2/1997,12/26/1996,1238,5302,11,3
255,1/2/1997,1/1/1997,696,5302,11,3
256,1/2/1997,12/31/1996,1039,3596,11,3
257,1/2/1997,12/31/1996,1029,3596,11,4
258,1/2/1997,12/28/1996,652,2047,11,3
259,1/2/1997,12/30/1996,1075,1214,11,3
260,1/2/1997,12/30/1996,26,1214,11,3
261,1/2/1997,12/28/1996,469,1214,11,5
262,1/2/1997,12/30/1996,1112,1214,11,2
263,1/2/1997,12/27/1996,403,9062,11,2
264,1/2/1997,12/29/1996,1312,9062,11,4
265,1/2/1997,12/31/1996,509,8321,11,3
266,1/2/1997,12/26/1996,579,8321,11,3
267,1/2/1997,12/26/1996,1195,8321,11,3
268,1/2/1997,12/30/1996,492,8321,11,3
269,1/2/1997,12/28/1996,629,8321,11,3
270,1/2/1997,12/30/1996,1255,3718,11,4
271,1/2/1997,12/31/1996,1432,3718,11,3
272,1/2/1997,12/30/1996,1315,3718,11,3
273,1/2/1997,1/1/1997,107,3718,11,4
274,1/2/1997,12/30/1996,616,3718,11,3
275,1/2/1997,12/26/1996,733,7828,11,2
276,1/2/1997,12/29/1996,710,7828,11,4
277,1/2/1997,12/26/1996,1192,7828,11,4
278,1/2/1997,1/1/1997,889,7828,11,3
279,1/2/1997,12/31/1996,972,7828,11,3
280,1/2/1997,12/27/1996,722,7828,11,4
281,1/2/1997,12/30/1996,1471,7828,11,3
282,1/2/1997,12/27/1996,190,4468,11,2
283,1/2/1997,12/29/1996,367,4468,11,2
284,1/2/1997,12/30/1996,250,4468,11,3
285,1/2/1997,12/27/1996,600,4468,11,4
286,1/2/1997,12/26/1996,1109,4468,11,4
287,1/2/1997,1/1/1997,1236,4468,11,5
288,1/2/1997,12/27/1996,1313,6579,11,3
289,1/2/1997,12/26/1996,404,5396,11,4
290,1/2/1997,12/31/1996,114,5396,11,4
291,1/2/1997,12/30/1996,1396,5396,11,4
292,1/2/1997,12/30/1996,254,5396,11,4
293,1/2/1997,1/1/1997,564,5396,11,3
294,1/2/1997,12/26/1996,48,5396,11,4
295,1/2/1997,1/1/1997,857,6651,11,3
296,1/2/1997,12/27/1996,1140,6651,11,3
297,1/2/1997,12/31/1996,1435,6651,11,2
298,1/2/1997,1/1/1997,1279,6651,11,3
299,1/2/1997,12/27/1996,401,7197,11,2
300,1/2/1997,1/1/1997,511,7197,11,3
301,1/2/1997,12/28/1996,594,7197,11,2
302,1/2/1997,12/29/1996,345,7197,11,4
303,1/2/1997,12/31/1996,1093,7197,11,2
304,1/2/1997,1/1/1997,1549,7197,11,2
305,1/2/1997,12/29/1996,1326,7197,11,4
306,1/2/1997,12/27/1996,1016,1730,11,3
307,1/2/1997,1/1/1997,1366,1730,11,3
308,1/2/1997,12/30/1996,318,1730,11,3
309,1/2/1997,12/29/1996,761,1730,11,4
310,1/2/1997,1/1/1997,1403,1730,11,2
311,1/2/1997,12/26/1996,214,9602,11,2
312,1/2/1997,1/1/1997,324,9602,11,2
313,1/2/1997,12/29/1996,407,9602,11,2
314,1/2/1997,12/29/1996,158,9602,11,2
315,1/2/1997,12/27/1996,907,9602,11,3
316,1/2/1997,1/1/1997,1362,9602,11,3
317,1/2/1997,12/30/1996,254,8558,11,4
318,1/2/1997,1/1/1997,936,8558,11,4
319,1/2/1997,12/30/1996,447,8558,11,3
320,1/2/1997,12/27/1996,770,8558,11,3
321,1/2/1997,12/30/1996,420,4707,11,2
322,1/2/1997,12/30/1996,437,4707,11,2
323,1/2/1997,12/30/1996,387,4707,11,2
324,1/2/1997,12/31/1996,1156,2376,11,3
325,1/2/1997,12/31/1996,613,2376,11,3
326,1/2/1997,1/1/1997,270,2376,11,3
327,1/2/1997,12/28/1996,886,2376,11,3
328,1/2/1997,12/28/1996,597,2376,11,3
329,1/2/1997,12/27/1996,320,2376,11,4
330,1/2/1997,12/31/1996,721,3718,11,3
331,1/2/1997,12/27/1996,750,3718,11,3
332,1/2/1997,12/30/1996,521,8139,11,4
333,1/2/1997,12/30/1996,302,8139,11,2
334,1/2/1997,12/31/1996,498,5396,11,3
335,1/2/1997,12/31/1996,980,5396,11,3
336,1/2/1997,12/30/1996,1091,5396,11,4
337,1/2/1997,12/28/1996,1174,5396,11,3
338,1/2/1997,12/28/1996,924,5396,11,3
339,1/2/1997,12/31/1996,814,2352,11,5
340,1/2/1997,12/31/1996,32,2352,11,3
341,1/2/1997,12/31/1996,1234,2352,11,4
342,1/2/1997,12/28/1996,1157,2352,11,4
343,1/2/1997,12/28/1996,1247,8906,11,3
344,1/2/1997,12/29/1996,292,8906,11,3
345,1/2/1997,12/26/1996,868,8906,11,4
346,1/2/1997,12/31/1996,697,8906,11,2
347,1/2/1997,12/29/1996,938,6057,11,2
348,1/2/1997,12/27/1996,462,6057,11,3
349,1/2/1997,12/30/1996,1477,6057,11,4
350,1/2/1997,1/1/1997,1547,6057,11,3
351,1/2/1997,12/30/1996,605,6057,11,3
352,1/2/1997,12/31/1996,1148,740,11,3
353,1/2/1997,12/31/1996,245,740,11,3
354,1/2/1997,12/27/1996,982,740,11,4
355,1/2/1997,12/28/1996,1044,1811,11,2
356,1/2/1997,12/26/1996,1287,1811,11,2
357,1/2/1997,12/31/1996,971,1811,11,2
358,1/2/1997,12/31/1996,362,1811,11,3
359,1/2/1997,12/27/1996,1470,8746,23,4
360,1/2/1997,12/31/1996,1408,8746,23,4
361,1/2/1997,12/30/1996,865,8746,23,3
362,1/2/1997,12/27/1996,252,2682,23,3
363,1/2/1997,12/31/1996,1188,2682,23,3
364,1/2/1997,12/30/1996,352,2682,23,3
365,1/2/1997,1/1/1997,889,2682,23,2
366,1/2/1997,12/28/1996,1251,2682,23,3
367,1/2/1997,12/28/1996,895,2682,23,2
368,1/2/1997,12/31/1996,1278,9512,23,3
369,1/2/1997,12/28/1996,1228,9512,23,5
370,1/2/1997,1/1/1997,1378,9512,23,3
371,1/2/1997,12/27/1996,928,9512,23,3
372,1/2/1997,1/1/1997,718,9512,23,3
373,1/2/1997,12/31/1996,935,9512,23,4
374,1/2/1997,12/30/1996,745,5923,23,3
375,1/2/1997,12/29/1996,1268,5923,23,3
376,1/2/1997,12/29/1996,845,5923,23,2
377,1/2/1997,12/27/1996,968,5923,23,3
378,1/2/1997,12/29/1996,186,5923,23,3
379,1/2/1997,12/28/1996,1388,5923,23,2
380,1/2/1997,12/30/1996,1091,5019,23,2
381,1/2/1997,12/31/1996,1041,5019,23,4
382,1/2/1997,12/27/1996,1191,5019,23,2
383,1/2/1997,12/27/1996,742,5019,23,4
384,1/2/1997,12/30/1996,532,5019,23,4
385,1/2/1997,12/26/1996,382,8577,23,4
386,1/2/1997,12/29/1996,1197,8577,23,5
387,1/2/1997,12/30/1996,309,8577,23,5
388,1/2/1997,12/27/1996,272,8577,23,3
389,1/2/1997,12/28/1996,1405,3075,23,2
390,1/2/1997,1/1/1997,489,3075,23,2
391,1/2/1997,12/31/1996,119,3075,23,2
392,1/2/1997,12/26/1996,402,3075,23,4
393,1/2/1997,12/28/1996,1111,3075,23,4
394,1/2/1997,12/28/1996,1482,588,23,3
395,1/2/1997,12/31/1996,672,588,23,4
396,1/2/1997,12/31/1996,1361,2952,23,3
397,1/2/1997,12/28/1996,206,2952,23,2
398,1/2/1997,12/28/1996,589,5353,23,2
399,1/2/1997,1/1/1997,1378,5353,23,4
400,1/2/1997,12/27/1996,157,5353,23,3
401,1/2/1997,12/30/1996,1531,5353,23,4
402,1/2/1997,12/28/1996,523,5353,23,4
403,1/2/1997,12/29/1996,19,5353,23,2
404,1/2/1997,12/26/1996,154,2829,23,3
405,1/2/1997,12/28/1996,370,2829,23,3
406,1/2/1997,12/30/1996,865,2829,23,2
407,1/2/1997,12/30/1996,110,2829,23,2
408,1/2/1997,12/29/1996,87,2829,23,4
409,1/2/1997,12/28/1996,570,2829,23,3
410,1/2/1997,12/30/1996,266,2829,23,2
411,1/2/1997,12/31/1996,609,1197,23,4
412,1/2/1997,12/31/1996,1292,1197,23,4
413,1/2/1997,12/26/1996,803,1197,23,3
414,1/2/1997,12/27/1996,1125,1197,23,3
415,1/2/1997,12/26/1996,873,569,23,3
416,1/2/1997,12/30/1996,890,569,23,3
417,1/2/1997,12/31/1996,840,569,23,3
418,1/2/1997,12/31/1996,989,569,23,3
419,1/2/1997,12/26/1996,540,569,23,3
420,1/2/1997,12/27/1996,590,6888,23,3
421,1/2/1997,12/26/1996,180,6888,23,2
422,1/2/1997,1/1/1997,996,6888,23,2
423,1/2/1997,1/1/1997,107,6888,23,4
424,1/2/1997,12/29/1996,484,6888,23,3
425,1/3/1997,1/2/1997,1060,4728,7,3
426,1/3/1997,12/30/1996,810,4728,7,4
427,1/3/1997,12/29/1996,1,4728,7,4
428,1/3/1997,1/1/1997,457,4728,7,2
429,1/3/1997,12/28/1996,234,4728,7,3
430,1/3/1997,12/28/1996,1140,1928,7,3
431,1/3/1997,12/30/1996,957,1928,7,3
432,1/3/1997,12/28/1996,1506,1928,7,2
433,1/3/1997,12/30/1996,1417,1928,7,2
434,1/3/1997,12/28/1996,681,964,7,3
435,1/3/1997,12/28/1996,365,964,7,4
436,1/3/1997,12/28/1996,1313,964,7,4
437,1/3/1997,1/2/1997,688,1215,7,2
438,1/3/1997,1/1/1997,1144,1215,7,3
439,1/3/1997,1/2/1997,921,1215,7,3
440,1/3/1997,12/29/1996,445,1215,7,3
441,1/3/1997,12/30/1996,1460,1215,7,3
442,1/3/1997,12/31/1996,1531,1215,7,2
443,1/3/1997,12/28/1996,588,1215,7,2
444,1/3/1997,12/30/1996,584,404,7,3
445,1/3/1997,12/27/1996,628,404,7,2
446,1/3/1997,12/30/1996,345,9019,7,4
447,1/3/1997,12/29/1996,202,9019,7,2
448,1/3/1997,1/2/1997,218,9019,7,4
449,1/3/1997,1/1/1997,168,9019,7,3
450,1/3/1997,12/31/1996,318,9019,7,4
451,1/3/1997,12/29/1996,1198,9552,7,3
452,1/3/1997,12/31/1996,815,9552,7,3
453,1/3/1997,12/29/1996,819,9552,7,4
454,1/3/1997,12/28/1996,77,9552,7,2
455,1/3/1997,12/31/1996,333,9552,7,4
456,1/3/1997,12/30/1996,709,9552,7,3
457,1/3/1997,12/29/1996,93,2760,7,2
458,1/3/1997,1/2/1997,283,2760,7,4
459,1/3/1997,1/1/1997,859,2760,7,4
460,1/3/1997,12/29/1996,1102,2760,7,2
461,1/3/1997,1/1/1997,929,7459,7,3
462,1/3/1997,12/31/1996,447,5220,7,2
463,1/3/1997,12/29/1996,923,255,7,3
464,1/3/1997,12/29/1996,1299,255,7,2
465,1/3/1997,1/1/1997,457,9883,7,4
466,1/3/1997,12/29/1996,1139,9883,7,3
467,1/3/1997,12/30/1996,236,9883,7,3
468,1/3/1997,12/27/1996,873,8124,7,3
469,1/3/1997,12/29/1996,1449,8124,7,2
470,1/3/1997,12/28/1996,1206,9390,7,2
471,1/3/1997,1/2/1997,37,9390,7,3
472,1/3/1997,12/30/1996,571,5717,7,4
473,1/3/1997,1/2/1997,1186,5717,7,2
474,1/3/1997,12/29/1996,483,5717,7,3
475,1/3/1997,1/1/1997,427,240,7,2
476,1/3/1997,12/27/1996,1203,240,7,3
477,1/3/1997,12/30/1996,1559,4544,7,3
478,1/3/1997,12/28/1996,510,4544,7,2
479,1/3/1997,1/1/1997,953,4544,7,4
480,1/3/1997,12/29/1996,135,4544,7,3
481,1/3/1997,12/30/1996,1323,4544,7,2
482,1/3/1997,12/27/1996,48,4544,7,4
483,1/3/1997,1/1/1997,551,6466,7,4
484,1/3/1997,1/2/1997,75,6466,7,5
485,1/3/1997,12/31/1996,1090,6466,7,4
486,1/3/1997,1/2/1997,1161,6466,7,4
487,1/3/1997,1/1/1997,1023,2869,7,3
488,1/3/1997,12/28/1996,681,2869,7,4
489,1/3/1997,1/2/1997,864,213,7,2
490,1/3/1997,1/1/1997,1093,213,7,3
491,1/3/1997,1/2/1997,1136,213,7,4
492,1/3/1997,1/2/1997,826,240,7,2
493,1/3/1997,1/1/1997,377,240,7,2
494,1/3/1997,12/27/1996,581,240,7,4
495,1/3/1997,1/2/1997,797,240,7,4
496,1/3/1997,1/1/1997,820,4016,7,3
497,1/3/1997,12/30/1996,810,4016,7,4
498,1/3/1997,1/1/1997,427,4016,7,4
499,1/3/1997,1/2/1997,431,4016,7,3
500,1/3/1997,12/28/1996,1246,4016,7,3
501,1/3/1997,12/27/1996,1502,4016,7,2
502,1/3/1997,12/27/1996,385,5736,7,4
503,1/3/1997,12/28/1996,1360,5736,7,3
504,1/3/1997,1/1/1997,1550,5736,7,3
505,1/3/1997,12/30/1996,568,5736,7,3
506,1/3/1997,12/31/1996,811,5736,7,3
507,1/3/1997,12/30/1996,495,5736,7,4
508,1/3/1997,12/29/1996,1443,5736,7,4
509,1/3/1997,12/31/1996,534,7223,7,3
510,1/3/1997,12/28/1996,911,7223,7,2
511,1/3/1997,1/1/1997,1340,7223,7,2
512,1/3/1997,12/30/1996,784,7223,7,3
513,1/3/1997,1/1/1997,1306,7223,7,4
514,1/3/1997,12/29/1996,884,7223,7,4
515,1/3/1997,12/29/1996,671,6439,7,5
516,1/3/1997,12/31/1996,62,6439,7,5
517,1/3/1997,1/1/1997,332,6439,7,2
518,1/3/1997,1/2/1997,349,6439,7,4
519,1/3/1997,12/29/1996,299,6439,7,3
520,1/3/1997,12/29/1996,28,1632,7,3
521,1/3/1997,12/29/1996,432,1632,7,3
522,1/3/1997,12/30/1996,49,1632,7,2
523,1/3/1997,12/30/1996,1197,1632,7,3
524,1/3/1997,1/1/1997,455,1632,7,4
525,1/3/1997,12/27/1996,838,3076,7,4
526,1/3/1997,12/31/1996,1120,3076,7,3
527,1/3/1997,12/28/1996,272,3076,7,3
528,1/3/1997,12/29/1996,213,3076,7,3
529,1/3/1997,1/2/1997,1095,3076,7,4
530,1/3/1997,1/2/1997,1151,3076,7,2
531,1/3/1997,12/29/1996,1388,7795,7,3
532,1/3/1997,12/30/1996,685,7795,7,4
533,1/3/1997,12/29/1996,822,7795,7,4
534,1/3/1997,12/27/1996,1238,7795,7,3
535,1/3/1997,1/1/1997,835,6236,7,3
536,1/3/1997,1/2/1997,1517,6236,7,3
537,1/3/1997,12/29/1996,1028,6236,7,3
538,1/3/1997,12/31/1996,1351,6236,7,2
539,1/3/1997,12/29/1996,1527,6236,7,2
540,1/3/1997,12/31/1996,1411,6236,7,2
541,1/3/1997,1/1/1997,609,8296,7,2
542,1/3/1997,12/29/1996,1058,2208,7,3
543,1/3/1997,12/29/1996,515,2208,7,2
544,1/3/1997,12/30/1996,172,2208,7,4
545,1/3/1997,12/28/1996,788,2208,7,3
546,1/3/1997,1/1/1997,498,2208,7,2
547,1/3/1997,1/1/1997,841,1632,7,4
548,1/3/1997,1/2/1997,1164,1632,7,3
549,1/3/1997,1/1/1997,1341,1632,7,3
550,1/3/1997,12/28/1996,1224,1632,7,4
551,1/3/1997,12/29/1996,16,1632,7,3
552,1/3/1997,1/1/1997,525,1632,7,3
553,1/3/1997,12/30/1996,1200,1289,23,2
554,1/3/1997,1/1/1997,245,1289,23,2
555,1/3/1997,12/29/1996,1324,6105,23,3
556,1/3/1997,12/31/1996,675,6105,23,3
557,1/3/1997,12/27/1996,1064,6105,23,3
558,1/3/1997,1/1/1997,1041,6105,23,3
559,1/3/1997,12/31/1996,1524,6105,23,3
560,1/3/1997,1/1/1997,721,5568,23,3
561,1/3/1997,12/27/1996,99,5568,23,3
562,1/3/1997,12/29/1996,522,4610,23,4
563,1/3/1997,12/27/1996,698,4610,23,3
564,1/3/1997,12/31/1996,815,9667,23,3
565,1/3/1997,1/1/1997,232,9667,23,2
566,1/3/1997,12/27/1996,422,9667,23,3
567,1/3/1997,12/31/1996,998,9667,23,2
568,1/3/1997,1/1/1997,146,588,23,2
569,1/3/1997,1/2/1997,1068,588,23,3
570,1/3/1997,1/2/1997,1005,588,23,5
571,1/3/1997,12/28/1996,463,588,23,4
572,1/3/1997,12/28/1996,752,9512,23,2
573,1/3/1997,1/2/1997,396,9512,23,4
574,1/3/1997,1/1/1997,473,8577,23,5
575,1/3/1997,12/28/1996,502,8577,23,3
576,1/3/1997,12/31/1996,1145,8577,23,4
577,1/3/1997,1/2/1997,1189,8577,23,2
578,1/3/1997,12/31/1996,1471,8577,23,2
579,1/3/1997,1/1/1997,623,8577,23,4
580,1/3/1997,12/28/1996,53,8577,23,4
581,1/3/1997,12/27/1996,759,9063,23,3
582,1/3/1997,12/31/1996,1175,9063,23,3
583,1/3/1997,1/2/1997,1485,9063,23,3
584,1/3/1997,12/29/1996,969,9063,23,3
585,1/3/1997,12/31/1996,959,9063,23,3
586,1/3/1997,12/30/1996,649,1802,23,3
587,1/3/1997,1/1/1997,1092,1802,23,3
588,1/3/1997,1/2/1997,177,1802,23,2
589,1/3/1997,12/30/1996,639,9169,23,3
590,1/3/1997,1/2/1997,789,9169,23,3
591,1/3/1997,12/31/1996,340,9169,23,4
592,1/3/1997,12/30/1996,130,9169,23,4
593,1/3/1997,12/29/1996,1299,3921,23,4
594,1/3/1997,12/31/1996,369,3921,23,2
595,1/3/1997,1/1/1997,772,3921,23,2
596,1/3/1997,12/30/1996,390,3921,23,3
597,1/3/1997,12/28/1996,1538,3921,23,4
598,1/3/1997,12/30/1996,1548,3197,23,5
599,1/3/1997,12/28/1996,1178,3197,23,4
600,1/3/1997,12/29/1996,1461,3197,23,5
601,1/3/1997,1/1/1997,612,3197,23,4
602,1/3/1997,12/30/1996,653,2011,23,2
603,1/3/1997,1/2/1997,1136,2011,23,4
604,1/3/1997,12/28/1996,1246,2011,23,3
605,1/3/1997,12/30/1996,1329,2011,23,4
606,1/3/1997,1/2/1997,460,9498,23,4
607,1/3/1997,1/2/1997,976,6541,23,3
608,1/3/1997,12/30/1996,1312,6541,23,2
609,1/3/1997,12/30/1996,1496,3819,23,2
610,1/3/1997,1/1/1997,166,3819,23,3
611,1/3/1997,12/30/1996,210,3819,23,4
612,1/3/1997,1/2/1997,493,3819,23,4
613,1/3/1997,1/1/1997,1202,3819,23,4
614,1/4/1997,1/2/1997,544,2274,14,2
615,1/4/1997,12/31/1996,1520,2274,14,2
616,1/4/1997,12/28/1996,151,2274,14,1
617,1/4/1997,12/31/1996,484,8648,14,2
618,1/4/1997,12/28/1996,1287,8648,14,1
619,1/4/1997,12/30/1996,1264,8648,14,1
620,1/4/1997,12/31/1996,188,8648,14,1
621,1/4/1997,12/30/1996,1443,8648,14,2
622,1/4/1997,1/1/1997,1526,8648,14,1
623,1/4/1997,1/1/1997,1276,8648,14,2
624,1/4/1997,12/30/1996,384,5,14,2
625,1/4/1997,1/3/1997,1007,8762,14,2
626,1/4/1997,12/29/1996,518,8762,14,1
627,1/5/1997,1/3/1997,337,6280,2,2
628,1/5/1997,1/3/1997,1512,6280,2,3
629,1/5/1997,12/31/1996,963,4018,2,1
630,1/5/1997,1/3/1997,181,4018,2,3
631,1/5/1997,1/1/1997,1383,4018,2,2
632,1/5/1997,1/3/1997,1306,4018,2,3
633,1/5/1997,12/31/1996,1196,1418,2,2
634,1/5/1997,1/1/1997,360,1418,2,2
635,1/5/1997,12/29/1996,1242,1418,2,2
636,1/5/1997,12/29/1996,154,1418,2,1
637,1/5/1997,12/31/1996,483,4382,2,2
638,1/5/1997,12/30/1996,77,1293,2,2
639,1/5/1997,1/3/1997,533,1293,2,2
640,1/5/1997,1/4/1997,310,1293,2,1
641,1/5/1997,1/3/1997,1392,1293,2,1
642,1/5/1997,1/4/1997,1026,3480,7,4
643,1/5/1997,1/4/1997,83,3480,7,3
644,1/5/1997,12/30/1996,1352,3480,7,4
645,1/5/1997,12/31/1996,1076,3480,7,4
646,1/5/1997,1/3/1997,1492,3480,7,2
647,1/5/1997,12/29/1996,244,3480,7,2
648,1/5/1997,12/30/1996,590,7300,7,5
649,1/5/1997,12/30/1996,634,7300,7,4
650,1/5/1997,1/2/1997,917,7300,7,3
651,1/5/1997,12/29/1996,1212,7300,7,5
652,1/5/1997,12/30/1996,1056,7300,7,2
